"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"chr15-31648145-31650371",0.000709319793575497,0.663945096639628,0.333,0.055,1,"DC","chr15-31648145-31650371"
"chr11-126860284-126860538",0.000715052924613015,0.683440658708858,0.167,0.005,1,"DC","chr11-126860284-126860538"
"chr9-34321622-34321747",0.000716794419937847,0.694332949149045,0.167,0.007,1,"DC","chr9-34321622-34321747"
"chr2-65833323-65833830",0.000722032619823606,0.72090766086506,0.222,0.014,1,"DC","chr2-65833323-65833830"
"chr1-20404767-204051891",0.000726248112616626,0.722760674640931,0.167,0.009,1,"DC","chr1-20404767-20405189"
"chr22-29598331-29599225",0.000726523340108744,0.694284650863649,0.222,0.017,1,"DC","chr22-29598331-29599225"
"chr1-108617513-108618165",0.000739309658625571,0.680341041354392,0.389,0.057,1,"DC","chr1-108617513-108618165"
"chr4-185732909-185733533",0.000752460378162308,0.711509474663844,0.278,0.025,1,"DC","chr4-185732909-185733533"
"chr13-43169117-43169484",0.000756076839710676,0.707236796159598,0.167,0.006,1,"DC","chr13-43169117-43169484"
"chr16-81842435-818431881",0.000760136229340192,0.705905082341808,0.278,0.03,1,"DC","chr16-81842435-81843188"
"chr14-103039803-103040474",0.000765955735644054,0.723503076783739,0.278,0.024,1,"DC","chr14-103039803-103040474"
"chr6-36649961-36654975",0.000767145209474983,0.537864867813741,0.778,0.214,1,"DC","chr6-36649961-36654975"
"chr1-211508315-211509892",0.000779821359022883,0.691664347243479,0.278,0.029,1,"DC","chr1-211508315-211509892"
"chr12-92838332-928399611",0.00078119769687596,0.643203228963093,0.5,0.087,1,"DC","chr12-92838332-92839961"
"chr10-76822082-76822401",0.000785939994830194,0.691339905660037,0.167,0.007,1,"DC","chr10-76822082-76822401"
"chr20-56257649-56258180",0.000787218034850577,0.67224298290817,0.167,0.007,1,"DC","chr20-56257649-56258180"
"chr1-204482028-204483184",0.0008021832052606,0.60518870512541,0.5,0.111,1,"DC","chr1-204482028-204483184"
"chr17-36102596-36105805",0.000802214739498441,0.67490504434927,0.389,0.048,1,"DC","chr17-36102596-36105805"
"chr2-109810750-109811164",0.000805428184058926,0.708287399830988,0.167,0.008,1,"DC","chr2-109810750-109811164"
"chr2-33719241-33719671",0.000810167994086801,0.681582403063576,0.167,0.008,1,"DC","chr2-33719241-33719671"
"chr6-127726060-127726315",0.000831274596812327,0.687870413399263,0.167,0.006,1,"DC","chr6-127726060-127726315"
"chr8-24228528-24229121",0.000839499508902961,0.705670247222246,0.167,0.009,1,"DC","chr8-24228528-24229121"
"chr3-187815483-187816023",0.000840607117438172,0.701602001526523,0.222,0.014,1,"DC","chr3-187815483-187816023"
"chr8-141965244-141965945",0.000843647063910752,0.708070816956956,0.222,0.015,1,"DC","chr8-141965244-141965945"
"chr22-43112748-43113236",0.000853960309403391,0.707520995351049,0.167,0.007,1,"DC","chr22-43112748-43113236"
"chr6-157204594-157205058",0.000862962017964419,0.691906895391878,0.167,0.007,1,"DC","chr6-157204594-157205058"
"chr3-185972294-1859740901",0.000871971791690389,0.674294493468059,0.389,0.053,1,"DC","chr3-185972294-185974090"
"chr17-80830290-80831189",0.000875506601894782,0.689834393790457,0.222,0.015,1,"DC","chr17-80830290-80831189"
"chr12-113436844-1134372441",0.000879898836909501,0.700428782367364,0.167,0.008,1,"DC","chr12-113436844-113437244"
"chr20-48367007-48367885",0.000882206107831044,0.695214713902061,0.278,0.023,1,"DC","chr20-48367007-48367885"
"chr8-28195634-281974891",0.000886222672151543,0.663409442646836,0.444,0.065,1,"DC","chr8-28195634-28197489"
"chr2-45955535-459561571",0.000891613869755847,0.710870190120058,0.222,0.019,1,"DC","chr2-45955535-45956157"
"chr6-4789463-4789840",0.00089183016319992,0.680194348201957,0.167,0.005,1,"DC","chr6-4789463-4789840"
"chr1-120636204-120636593",0.0008949579661702,0.691217689496894,0.167,0.006,1,"DC","chr1-120636204-120636593"
"chr19-7580600-7581261",0.000895006783637867,0.67943012389428,0.278,0.029,1,"DC","chr19-7580600-7581261"
"chrX-49686726-49688051",0.000896150195785255,0.52239822312023,0.667,0.201,1,"DC","chrX-49686726-49688051"
"chr19-7402157-7403221",0.000896843773647309,0.639359522738775,0.5,0.087,1,"DC","chr19-7402157-7403221"
"chr3-73497906-73498471",0.000908170195711924,0.689182934719386,0.167,0.009,1,"DC","chr3-73497906-73498471"
"chr3-193788172-193789332",0.000911507473782057,0.595404693335409,0.611,0.123,1,"DC","chr3-193788172-193789332"
"chr13-23958172-239587361",0.000912179933309479,0.699066040400443,0.222,0.015,1,"DC","chr13-23958172-23958736"
"chr10-6341851-6342852",0.000913854919969576,0.666550718557152,0.389,0.061,1,"DC","chr10-6341851-6342852"
"chr16-88204146-88204528",0.00091590818139384,0.675242742245071,0.167,0.009,1,"DC","chr16-88204146-88204528"
"chr12-108130568-1081311671",0.000929423371768671,0.710651741766658,0.278,0.027,1,"DC","chr12-108130568-108131167"
"chr11-47921230-479218831",0.00093166991909167,0.693602404564141,0.222,0.02,1,"DC","chr11-47921230-47921883"
"chr9-36148227-36149538",0.000936699193751316,0.648421935355909,0.389,0.059,1,"DC","chr9-36148227-36149538"
"chr22-23277147-232783811",0.000940627440165437,0.655015768503785,0.444,0.068,1,"DC","chr22-23277147-23278381"
"chr10-12164516-12165079",0.000948483357078766,0.682759777248012,0.222,0.015,1,"DC","chr10-12164516-12165079"
"chr20-32388620-32388908",0.000950544082965802,0.688227159032558,0.167,0.006,1,"DC","chr20-32388620-32388908"
"chr11-74281549-74281990",0.000952901955318249,0.691338942309777,0.222,0.014,1,"DC","chr11-74281549-74281990"
"chr6-2898280-2899179",0.000968764672480878,0.679896080590067,0.278,0.031,1,"DC","chr6-2898280-2899179"
"chr15-90355420-90356013",0.000971374008690146,0.698830920776039,0.278,0.027,1,"DC","chr15-90355420-90356013"
"chr11-18301893-18302668",0.000973795497882627,0.682261031859516,0.278,0.03,1,"DC","chr11-18301893-18302668"
"chr6-132972104-132972584",0.000988121320165028,0.701551616404422,0.222,0.016,1,"DC","chr6-132972104-132972584"
"chr9-126088792-1260894561",0.000995471199526927,0.693269387015263,0.278,0.026,1,"DC","chr9-126088792-126089456"
"chr1-92930328-92930547",0.000997408798499747,0.603342802120658,0.111,0.002,1,"DC","chr1-92930328-92930547"
"chr11-68138046-681392171",0.00100690204609344,0.676709961017009,0.278,0.033,1,"DC","chr11-68138046-68139217"
"chr17-73660062-736607831",0.00101079610115115,0.690395763247469,0.222,0.021,1,"DC","chr17-73660062-73660783"
"chr6-38656350-38656708",0.00101535699721491,0.689780710356682,0.167,0.006,1,"DC","chr6-38656350-38656708"
"chr12-129314130-129315647",0.00101726659302352,0.602164486703505,0.556,0.12,1,"DC","chr12-129314130-129315647"
"chr13-111122628-1111247031",0.0010363128977647,0.637122836136903,0.444,0.084,1,"DC","chr13-111122628-111124703"
"chr17-57354284-57354909",0.00104140002689314,0.672335103750931,0.333,0.041,1,"DC","chr17-57354284-57354909"
"chr9-33106677-33107054",0.00104900977938994,0.677221622152011,0.167,0.008,1,"DC","chr9-33106677-33107054"
"chr20-43214758-432154331",0.00105090792217917,0.681990449950364,0.278,0.027,1,"DC","chr20-43214758-43215433"
"chr7-18560030-18560431",0.00105363118036638,0.67686715051703,0.167,0.007,1,"DC","chr7-18560030-18560431"
"chr20-17629773-17630130",0.00105571290573371,0.661747790479536,0.167,0.007,1,"DC","chr20-17629773-17630130"
"chr9-127696577-127696978",0.00107404721227345,0.686777464461372,0.167,0.008,1,"DC","chr9-127696577-127696978"
"chr3-67735907-67736569",0.00107516408796326,0.690439345966769,0.222,0.016,1,"DC","chr3-67735907-67736569"
"chr11-63339804-63340195",0.00107970763457526,0.675987136265392,0.167,0.007,1,"DC","chr11-63339804-63340195"
"chr3-59971511-59971873",0.00108202422882117,0.674041408002585,0.167,0.007,1,"DC","chr3-59971511-59971873"
"chr9-139024982-139025410",0.00108526236102281,0.657295919347712,0.167,0.011,1,"DC","chr9-139024982-139025410"
"chr16-83802985-83803399",0.00108974569566005,0.680983834698422,0.167,0.007,1,"DC","chr16-83802985-83803399"
"chr17-2532267-2532641",0.00109319796738402,0.671187509777848,0.167,0.01,1,"DC","chr17-2532267-2532641"
"chr15-67158151-67159334",0.00109681631056356,0.628349733616314,0.389,0.086,1,"DC","chr15-67158151-67159334"
"chr14-64334979-64335658",0.00110279681117847,0.671215020583927,0.222,0.015,1,"DC","chr14-64334979-64335658"
"chr11-102417175-1024183321",0.00111007663829733,0.668865330202267,0.333,0.04,1,"DC","chr11-102417175-102418332"
"chr14-64701788-647034451",0.00111044944380023,0.673128153226561,0.333,0.04,1,"DC","chr14-64701788-64703445"
"chr19-42633255-426347901",0.0011217970380388,0.641601543213694,0.444,0.07,1,"DC","chr19-42633255-42634790"
"chr1-160345011-160346739",0.0011218904137398,0.63760175418377,0.444,0.073,1,"DC","chr1-160345011-160346739"
"chr3-4575340-4575878",0.00112606675492126,0.676782980207483,0.222,0.019,1,"DC","chr3-4575340-4575878"
"chr16-1508659-15094561",0.0011383541654097,0.695726553586656,0.222,0.02,1,"DC","chr16-1508659-1509456"
"chr10-134406605-134408233",0.0011409784009159,0.636505266651884,0.389,0.063,1,"DC","chr10-134406605-134408233"
"chr6-84144018-84144594",0.00115745798167398,0.678467853358803,0.222,0.02,1,"DC","chr6-84144018-84144594"
"chr19-14224813-14226183",0.00115827739584955,0.618000000249173,0.444,0.084,1,"DC","chr19-14224813-14226183"
"chr15-74392253-74392860",0.00116483330523238,0.654483293726858,0.278,0.035,1,"DC","chr15-74392253-74392860"
"chr3-143599943-143600343",0.0011717490408623,0.69295844141965,0.167,0.009,1,"DC","chr3-143599943-143600343"
"chr7-151097672-1510982211",0.00117839403663162,0.677874130928991,0.167,0.009,1,"DC","chr7-151097672-151098221"
"chr6-132819660-132820147",0.00117969578748112,0.669792698920188,0.222,0.016,1,"DC","chr6-132819660-132820147"
"chr2-100730313-100731015",0.00120279533894229,0.698007240055835,0.222,0.016,1,"DC","chr2-100730313-100731015"
"chr10-63865011-63865352",0.00122106745856809,0.670613559994491,0.167,0.007,1,"DC","chr10-63865011-63865352"
"chr2-54330848-54331287",0.00122522496212893,0.664198914410339,0.167,0.007,1,"DC","chr2-54330848-54331287"
"chr7-66278085-66278463",0.00123159966235811,0.666780595722617,0.167,0.009,1,"DC","chr7-66278085-66278463"
"chr11-111287733-1112894531",0.00123948379707449,0.693244618172435,0.278,0.023,1,"DC","chr11-111287733-111289453"
"chr8-37487419-37487950",0.00124048949846913,0.674691851647013,0.222,0.017,1,"DC","chr8-37487419-37487950"
"chr17-27674828-27675418",0.00124905999511851,0.669947002983529,0.167,0.012,1,"DC","chr17-27674828-27675418"
"chr1-110798315-110798381",0.00125009603332631,0.620124007644498,0.111,0.002,1,"DC","chr1-110798315-110798381"
"chr16-56316410-56316777",0.0012517205068599,0.678099570643409,0.167,0.01,1,"DC","chr16-56316410-56316777"
"chr1-9618626-9618830",0.00125675630407608,0.62629731555015,0.111,0.003,1,"DC","chr1-9618626-9618830"
"chr2-89179847-89180298",0.00127022007855152,0.674773594274337,0.222,0.013,1,"DC","chr2-89179847-89180298"
"chr9-134550307-134554687",0.00128582839556474,0.60055550889212,0.389,0.085,1,"DC","chr9-134550307-134554687"
"chr4-141163966-141164999",0.00128702576239237,0.678378173451168,0.278,0.031,1,"DC","chr4-141163966-141164999"
"chr2-227667157-227667735",0.0013073024340908,0.655633109940786,0.278,0.031,1,"DC","chr2-227667157-227667735"
"chr7-7299801-7300191",0.00131436616816031,0.65205162147173,0.167,0.008,1,"DC","chr7-7299801-7300191"
"chr17-27064850-270662031",0.00132203489945539,0.67162190661271,0.278,0.034,1,"DC","chr17-27064850-27066203"
"chr3-184190524-184191255",0.00132919244737091,0.66470448431232,0.222,0.02,1,"DC","chr3-184190524-184191255"
"chr7-16792963-16794648",0.001332687048317,0.660254159909205,0.333,0.048,1,"DC","chr7-16792963-16794648"
"chr12-50350056-50350226",0.00133732352131258,0.61748582984447,0.111,0.003,1,"DC","chr12-50350056-50350226"
"chr19-3193743-3194178",0.00135333422885428,0.666342411758336,0.167,0.011,1,"DC","chr19-3193743-3194178"
"chr2-47951229-479521321",0.00135967514862014,0.667777473381731,0.278,0.03,1,"DC","chr2-47951229-47952132"
"chr20-58566375-58566495",0.00137340620131104,0.629414507068097,0.111,0.001,1,"DC","chr20-58566375-58566495"
"chr16-29743474-29744075",0.00137416285089222,0.652270202182651,0.167,0.009,1,"DC","chr16-29743474-29744075"
"chr2-6485662-64860911",0.00137706856841858,0.657687621239549,0.167,0.009,1,"DC","chr2-6485662-6486091"
"chr12-14766536-147682231",0.00138048222901992,0.618952991637958,0.5,0.086,1,"DC","chr12-14766536-14768223"
"chr1-93440693-934416131",0.00138141572815394,0.671800767193199,0.278,0.024,1,"DC","chr1-93440693-93441613"
"chr15-59590301-595909501",0.00138583856451418,0.688619100493449,0.222,0.018,1,"DC","chr15-59590301-59590950"
"chr5-14174238-14174786",0.00139086988276431,0.673239165619559,0.222,0.018,1,"DC","chr5-14174238-14174786"
"chr4-8192675-8193593",0.00141592102588754,0.642823222182182,0.389,0.06,1,"DC","chr4-8192675-8193593"
"chr2-233367350-233368195",0.00144743767182067,0.638242055244885,0.167,0.013,1,"DC","chr2-233367350-233368195"
"chr9-92170773-92172108",0.00144810986217998,0.600865691813393,0.389,0.09,1,"DC","chr9-92170773-92172108"
"chr5-49797259-49798067",0.00145040930053172,0.660272940867545,0.333,0.051,1,"DC","chr5-49797259-49798067"
"chr4-86622893-86623620",0.00145159633194025,0.685461915427239,0.278,0.025,1,"DC","chr4-86622893-86623620"
"chr17-6478521-6479032",0.0014581693492328,0.672224852914351,0.222,0.015,1,"DC","chr17-6478521-6479032"
"chr16-10846672-10847580",0.00145873297960639,0.632792609201979,0.444,0.077,1,"DC","chr16-10846672-10847580"
"chr1-222911990-222912450",0.00146004525656303,0.651933108402745,0.167,0.01,1,"DC","chr1-222911990-222912450"
"chr10-11783873-11785057",0.00146094239095439,0.611539556922453,0.444,0.081,1,"DC","chr10-11783873-11785057"
"chr1-158057167-158057443",0.00146115392301874,0.663228634360885,0.167,0.007,1,"DC","chr1-158057167-158057443"
"chr12-112203286-112205370",0.00147145106785407,0.629949836969573,0.333,0.066,1,"DC","chr12-112203286-112205370"
"chr7-47142053-47142311",0.00147917659683128,0.660815827061908,0.167,0.009,1,"DC","chr7-47142053-47142311"
"chr6-53207028-53210962",0.00148534600166561,0.622823193008831,0.333,0.047,1,"DC","chr6-53207028-53210962"
"chr14-68760061-68760510",0.0015008101681697,0.655018529763792,0.167,0.008,1,"DC","chr14-68760061-68760510"
"chr3-42881069-42881606",0.00150870520372134,0.6623862813049,0.222,0.022,1,"DC","chr3-42881069-42881606"
"chr5-95983718-95984564",0.00150997535438164,0.671928057347953,0.222,0.018,1,"DC","chr5-95983718-95984564"
"chr5-124256761-124257163",0.00151127871375213,0.661330136280909,0.167,0.007,1,"DC","chr5-124256761-124257163"
"chr17-183972-184087",0.00152372471353623,0.618952067216116,0.111,0.002,1,"DC","chr17-183972-184087"
"chr3-72212884-722139781",0.00152673542732399,0.660173915232731,0.278,0.035,1,"DC","chr3-72212884-72213978"
"chr15-68076647-680772481",0.00153355634203483,0.678413156275448,0.222,0.019,1,"DC","chr15-68076647-68077248"
"chr19-36100469-36101545",0.00154461165873284,0.599612595256723,0.5,0.087,1,"DC","chr19-36100469-36101545"
"chr2-11837214-11837790",0.00155335419506762,0.663909966852671,0.167,0.01,1,"DC","chr2-11837214-11837790"
"chr4-4945420-49462651",0.00155358884311827,0.661319878891417,0.278,0.027,1,"DC","chr4-4945420-4946265"
"chr11-47963429-47964103",0.00155818700804316,0.659599232979043,0.222,0.019,1,"DC","chr11-47963429-47964103"
"chr3-69482570-69482779",0.00156321404096595,0.61957585965242,0.111,0.003,1,"DC","chr3-69482570-69482779"
"chr22-21333401-21334376",0.00156575803635025,0.616279580147239,0.389,0.069,1,"DC","chr22-21333401-21334376"
"chr1-221242394-221243396",0.00157962671398825,0.649122798652956,0.278,0.036,1,"DC","chr1-221242394-221243396"
"chr3-106718003-106718412",0.00158133602023466,0.638882233461781,0.111,0.003,1,"DC","chr3-106718003-106718412"
"chr13-111328100-1113297901",0.0015854981111397,0.631173962896984,0.389,0.072,1,"DC","chr13-111328100-111329790"
"chr12-65123724-65124903",0.00158787918261861,0.646716941726091,0.278,0.03,1,"DC","chr12-65123724-65124903"
"chr6-33079687-33080595",0.00159593621021019,0.615743801121537,0.389,0.072,1,"DC","chr6-33079687-33080595"
"chr9-6750187-6751322",0.00160297636160398,0.644128341849622,0.278,0.04,1,"DC","chr9-6750187-6751322"
"chr6-20204733-20205081",0.00160875497258663,0.65697014281549,0.167,0.008,1,"DC","chr6-20204733-20205081"
"chr17-10537177-10537395",0.00161464338528177,0.604248925673246,0.111,0.003,1,"DC","chr17-10537177-10537395"
"chr6-40116558-401170751",0.00161475579124728,0.661069858689644,0.167,0.012,1,"DC","chr6-40116558-40117075"
"chr10-1401424-1401961",0.00162303153040838,0.64437517463046,0.167,0.008,1,"DC","chr10-1401424-1401961"
"chr3-71612981-71613336",0.00162357341421917,0.643747809775178,0.167,0.006,1,"DC","chr3-71612981-71613336"
"chr15-52521108-525217121",0.00162834178580794,0.650256576529933,0.222,0.016,1,"DC","chr15-52521108-52521712"
"chr17-66342301-66343375",0.001635238958567,0.582632588614012,0.444,0.1,1,"DC","chr17-66342301-66343375"
"chr10-50461455-50461806",0.00164263622833754,0.618105388060838,0.111,0.004,1,"DC","chr10-50461455-50461806"
"chr11-9302098-9302662",0.00164274263481728,0.644197517665708,0.222,0.019,1,"DC","chr11-9302098-9302662"
"chr14-77466643-77467582",0.00165504925049703,0.64353320149502,0.278,0.033,1,"DC","chr14-77466643-77467582"
"chr5-115411227-115411573",0.00165983030171082,0.653740974029204,0.167,0.008,1,"DC","chr5-115411227-115411573"
"chr7-54899291-54899650",0.00167091476118959,0.659848817175084,0.167,0.007,1,"DC","chr7-54899291-54899650"
"chr1-12100343-121011371",0.00167137601122475,0.663123795800405,0.222,0.016,1,"DC","chr1-12100343-12101137"
"chr5-140937177-140938054",0.00167974803680198,0.628595443032715,0.278,0.034,1,"DC","chr5-140937177-140938054"
"chr14-54950065-54950456",0.00168602665884783,0.65583482149185,0.167,0.008,1,"DC","chr14-54950065-54950456"
"chr11-82772937-827749951",0.00168680654193213,0.630862320674615,0.333,0.049,1,"DC","chr11-82772937-82774995"
"chr17-75842449-75843847",0.00169693997996439,0.639279395663846,0.222,0.021,1,"DC","chr17-75842449-75843847"
"chr21-25294279-252947481",0.00170982739158158,0.644298572535779,0.167,0.008,1,"DC","chr21-25294279-25294748"
"chr12-103849106-103849568",0.00171700027593109,0.640429160214264,0.167,0.011,1,"DC","chr12-103849106-103849568"
"chr2-26716261-26716974",0.00171971187378438,0.643611909971071,0.333,0.047,1,"DC","chr2-26716261-26716974"
"chr3-45594820-45596193",0.00172134398013747,0.646941153023097,0.278,0.033,1,"DC","chr3-45594820-45596193"
"chr22-29816074-29816475",0.00172745494884705,0.66163005864212,0.167,0.008,1,"DC","chr22-29816074-29816475"
"chr3-196356138-196357169",0.00173634745715587,0.649289462381373,0.222,0.018,1,"DC","chr3-196356138-196357169"
"chr22-20930727-20931177",0.00173847332998041,0.632691938384842,0.167,0.01,1,"DC","chr22-20930727-20931177"
"chr7-130808595-1308094461",0.00175827096827219,0.656638402586463,0.278,0.026,1,"DC","chr7-130808595-130809446"
"chr1-24699511-24700007",0.00176043807050055,0.640109669750668,0.167,0.01,1,"DC","chr1-24699511-24700007"
"chr6-14094241-140962701",0.001763018629832,0.615623559198666,0.444,0.071,1,"DC","chr6-14094241-14096270"
"chr6-136200960-136202228",0.00176308362948365,0.601438388699989,0.333,0.061,1,"DC","chr6-136200960-136202228"
"chr3-185868815-185869571",0.00177429292797136,0.64829467022325,0.222,0.019,1,"DC","chr3-185868815-185869571"
"chr7-44672688-44676101",0.00177448937324881,0.564247441720382,0.444,0.1,1,"DC","chr7-44672688-44676101"
"chr5-175977198-175978112",0.00178038568501206,0.642315468627879,0.278,0.034,1,"DC","chr5-175977198-175978112"
"chr20-45309763-45310610",0.00178624220574832,0.631151384401403,0.222,0.021,1,"DC","chr20-45309763-45310610"
"chr17-61723475-61724261",0.00179162957571727,0.633250579854937,0.389,0.054,1,"DC","chr17-61723475-61724261"
"chr6-109564851-109565150",0.001802428116921,0.646495925295708,0.167,0.009,1,"DC","chr6-109564851-109565150"
"chr6-38639622-38640110",0.00181759692779922,0.644093877676174,0.222,0.016,1,"DC","chr6-38639622-38640110"
"chr10-73656086-73656758",0.00182357512160552,0.640127344385949,0.278,0.034,1,"DC","chr10-73656086-73656758"
"chr10-14782622-14783119",0.00183058904209151,0.644873702080481,0.167,0.011,1,"DC","chr10-14782622-14783119"
"chr17-19174135-191747481",0.00185398460489036,0.661681530846065,0.167,0.009,1,"DC","chr17-19174135-19174748"
"chr3-150983324-1509842431",0.0018713563427478,0.621992838792736,0.389,0.064,1,"DC","chr3-150983324-150984243"
"chr15-59704784-597058261",0.00187635439127715,0.641157653126451,0.278,0.029,1,"DC","chr15-59704784-59705826"
"chr8-129279644-1292803051",0.00187845127688565,0.651502101591294,0.222,0.023,1,"DC","chr8-129279644-129280305"
"chr2-89137730-891383111",0.00188219850265636,0.670656120769713,0.222,0.017,1,"DC","chr2-89137730-89138311"
"chr10-98432857-98434018",0.0018848997405494,0.59268151727792,0.5,0.096,1,"DC","chr10-98432857-98434018"
"chr19-2624498-2625928",0.00192851339390511,0.612385070541762,0.389,0.062,1,"DC","chr19-2624498-2625928"
"chr8-38131967-38132113",0.0019288042084256,0.58203945608418,0.111,0.003,1,"DC","chr8-38131967-38132113"
"chr14-107283694-107284128",0.00192976822771621,0.641361716273011,0.167,0.01,1,"DC","chr14-107283694-107284128"
"chr22-29781433-29782600",0.0019342704199262,0.588380478319187,0.444,0.085,1,"DC","chr22-29781433-29782600"
"chr3-71080407-710814661",0.001936566210395,0.65913594670624,0.222,0.019,1,"DC","chr3-71080407-71081466"
"chr3-196749609-1967511211",0.00193759406660653,0.630406115082125,0.333,0.044,1,"DC","chr3-196749609-196751121"
"chr14-89850206-898508521",0.00193921719213322,0.660681094682136,0.222,0.02,1,"DC","chr14-89850206-89850852"
"chr16-29346757-29347119",0.00194432949804019,0.658693305065435,0.167,0.009,1,"DC","chr16-29346757-29347119"
"chr7-2138989-21403361",0.00195002216695191,0.641328676494226,0.278,0.039,1,"DC","chr7-2138989-2140336"
"chr22-40446150-404467941",0.00196817219431357,0.639133854789126,0.222,0.023,1,"DC","chr22-40446150-40446794"
"chr4-8173890-8174440",0.00197959277340117,0.647501249387386,0.167,0.007,1,"DC","chr4-8173890-8174440"
"chrX-16825700-16826490",0.00197974767521187,0.652526268446964,0.222,0.019,1,"DC","chrX-16825700-16826490"
"chr5-107596182-107596688",0.00198144159263007,0.650558009958986,0.222,0.018,1,"DC","chr5-107596182-107596688"
"chr18-19902278-19902799",0.00198408612939193,0.657422910980207,0.222,0.015,1,"DC","chr18-19902278-19902799"
"chr6-88632342-886330781",0.0019987075595164,0.661533523306768,0.278,0.025,1,"DC","chr6-88632342-88633078"
"chr3-107580757-107581206",0.00200340993056662,0.639479661030061,0.167,0.009,1,"DC","chr3-107580757-107581206"
"chr4-146530926-146531393",0.00200489859675198,0.645789521219623,0.222,0.014,1,"DC","chr4-146530926-146531393"
"chr22-50888096-50888365",0.00201944934964074,0.591533745148255,0.111,0.003,1,"DC","chr22-50888096-50888365"
"chr8-28263751-282642901",0.00203017240623046,0.641393303110522,0.167,0.012,1,"DC","chr8-28263751-28264290"
"chr18-45971775-45972283",0.00206430808308115,0.640517407918808,0.222,0.024,1,"DC","chr18-45971775-45972283"
"chr2-161244472-161245689",0.00206521222021348,0.619442850235302,0.333,0.048,1,"DC","chr2-161244472-161245689"
"chr3-197605252-197605656",0.00209721061961506,0.631833840402704,0.167,0.012,1,"DC","chr3-197605252-197605656"
"chr11-71673632-71673796",0.00210165128179743,0.592657576935525,0.111,0.002,1,"DC","chr11-71673632-71673796"
"chr16-27190402-27191494",0.00210636316417581,0.593619801920081,0.444,0.07,1,"DC","chr16-27190402-27191494"
"chr22-39864795-39865415",0.00215931006075726,0.639232220441653,0.222,0.018,1,"DC","chr22-39864795-39865415"
"chr18-45280884-45281327",0.00216420936487239,0.625634095655905,0.167,0.01,1,"DC","chr18-45280884-45281327"
"chr2-111914569-1119158071",0.00219150068987538,0.643381127777493,0.167,0.015,1,"DC","chr2-111914569-111915807"
"chr1-221339892-221341102",0.002192143635906,0.599672996007079,0.389,0.069,1,"DC","chr1-221339892-221341102"
"chr14-71824919-718257031",0.00219259914115265,0.66062669979183,0.222,0.015,1,"DC","chr14-71824919-71825703"
"chr3-44099881-441003591",0.00220384866345076,0.651341162886738,0.167,0.01,1,"DC","chr3-44099881-44100359"
"chr9-129929069-1299295281",0.00221998576560313,0.640931382577187,0.167,0.009,1,"DC","chr9-129929069-129929528"
"chr17-8894799-8895285",0.00222116661806232,0.625578236314447,0.222,0.02,1,"DC","chr17-8894799-8895285"
"chr5-32290952-322914991",0.00222914934503161,0.630523616206958,0.167,0.013,1,"DC","chr5-32290952-32291499"
"chr9-37025349-37028350",0.0022368399890926,0.543769497337569,0.444,0.129,1,"DC","chr9-37025349-37028350"
"chr3-186733630-1867351591",0.00225036737788102,0.635812622966669,0.278,0.034,1,"DC","chr3-186733630-186735159"
"chr5-53911810-53912346",0.00225139108839855,0.643687580027516,0.222,0.021,1,"DC","chr5-53911810-53912346"
"chr4-81187525-81188219",0.00225166465406791,0.63417295342011,0.167,0.01,1,"DC","chr4-81187525-81188219"
"chr15-83731366-83732730",0.00225222717435685,0.638303491647094,0.278,0.033,1,"DC","chr15-83731366-83732730"
"chr22-35763220-35763950",0.00226226962465623,0.627086512799651,0.278,0.044,1,"DC","chr22-35763220-35763950"
"chr2-234132162-234132573",0.00226256550628352,0.632425758334666,0.167,0.01,1,"DC","chr2-234132162-234132573"
"chr5-140976874-140977546",0.00226552339189337,0.625693206147906,0.222,0.022,1,"DC","chr5-140976874-140977546"
"chr10-88512804-88513078",0.00226926639555179,0.613644189641401,0.111,0.004,1,"DC","chr10-88512804-88513078"
"chr4-40517345-40518181",0.00227334891542679,0.628193170846301,0.167,0.014,1,"DC","chr4-40517345-40518181"
"chr14-71871793-71871845",0.00228492007323501,0.618520926331524,0.111,0.003,1,"DC","chr14-71871793-71871845"
"chr6-144654887-144657524",0.00228610016173106,0.533310169425446,0.389,0.128,1,"DC","chr6-144654887-144657524"
"chr12-125670639-125671035",0.00229106253246624,0.629393543561867,0.167,0.011,1,"DC","chr12-125670639-125671035"
"chr20-49421184-49421961",0.00229182835720753,0.62080868224629,0.222,0.016,1,"DC","chr20-49421184-49421961"
"chr12-113344263-113345866",0.00233230997060098,0.584352758216075,0.389,0.086,1,"DC","chr12-113344263-113345866"
"chr2-64430966-64432204",0.00233724111794208,0.557131650522058,0.444,0.115,1,"DC","chr2-64430966-64432204"
"chr11-72143572-72143860",0.00234509789531766,0.597806323426676,0.111,0.005,1,"DC","chr11-72143572-72143860"
"chr6-67338779-67339169",0.00235597648610988,0.623184107904549,0.167,0.01,1,"DC","chr6-67338779-67339169"
"chr6-6332403-6333137",0.00237908207361151,0.639993421311366,0.222,0.017,1,"DC","chr6-6332403-6333137"
"chr2-20876543-208771541",0.0023806897619125,0.623096172295657,0.167,0.01,1,"DC","chr2-20876543-20877154"
"chr22-19594791-19595372",0.00240154635459757,0.624064011134698,0.167,0.011,1,"DC","chr22-19594791-19595372"
